attendance_id,employee_id,employee_name,gender,department,designation,employment_type,office_location,date_of_joining,attendance_date,shift_type,attendance_status,work_mode,login_timestamp,logout_timestamp,total_hours_worked,break_duration_mins,net_productive_hours,late_arrival_mins,early_exit_mins,overtime_hours,leave_type,login_date,login_time,logout_date,logout_time,recalculated_gross_hours,recalculated_net_productive_hours
21982,1744,Gayathri Ramesh,Male,Human Resources,Hr Business Partner,Full-Time,Koramangala Hq,2021-10-15,2026-02-05,General (09:30-18:30),Half Day,Work From Office,2026-02-05 10:52:59,2026-02-05 13:59:25,3.11,20,2.78,82,0,0.0,Not Applicable,2026-02-05,10:52:59,2026-02-05,13:59:25,3.107222222222222,2.7738888888888886
21983,1745,Girish Mathew,Female,Customer Success,Support Associate,Full-Time,Hsr Layout Hub,2023-10-22,2026-02-05,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-02-05 13:56:04,2026-02-05 23:59:04,10.05,91,8.53,0,0,0.0,Not Applicable,2026-02-05,13:56:04,2026-02-05,23:59:04,10.05,8.533333333333335
21984,1746,Manjunath Chatterjee,Female,Data Science,Data Analyst,Full-Time,Koramangala Hq,2022-07-07,2026-02-05,General (09:30-18:30),Present,Work From Home,2026-02-05 09:38:49,2026-02-05 17:32:14,7.89,62,6.86,8,58,0.0,Not Applicable,2026-02-05,09:38:49,2026-02-05,17:32:14,7.8902777777777775,6.856944444444444
21985,1747,Kiran Ramesh,Male,Customer Success,Customer Success Manager,Full-Time,Electronic City Campus,2022-12-31,2026-02-05,General (09:30-18:30),Present,Work From Home,2026-02-05 09:10:54,2026-02-05 17:26:24,8.26,64,7.19,0,64,0.0,Not Applicable,2026-02-05,09:10:54,2026-02-05,17:26:24,8.258333333333333,7.191666666666666
21986,1748,Apoorva Bose,Male,Engineering,Senior Software Engineer,Part-Time,Whitefield Tech Park,2024-10-23,2026-02-05,Mid (11:00-20:00),Present,Work From Office,2026-02-05 11:04:43,2026-02-05 15:15:11,4.17,29,3.69,4,285,0.0,Not Applicable,2026-02-05,11:04:43,2026-02-05,15:15:11,4.174444444444444,3.691111111111111
21987,1750,Sujith Varghese,Male,Marketing,Content Strategist,Full-Time,Whitefield Tech Park,2022-11-12,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:03:17,2026-02-05 17:56:43,8.89,89,7.41,0,34,0.0,Not Applicable,2026-02-05,09:03:17,2026-02-05,17:56:43,8.890555555555556,7.407222222222223
21988,1751,Sahana Balasubramanian,Male,Sales,Vp Sales,Full-Time,Hsr Layout Hub,2023-06-25,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:33:58,2026-02-05 20:05:39,10.53,58,9.56,3,0,0.56,Not Applicable,2026-02-05,09:33:58,2026-02-05,20:05:39,10.528055555555556,9.561388888888889
21989,1752,Farhan Malhotra,Female,Finance,Financial Analyst,Part-Time,Koramangala Hq,2022-11-22,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:21:37,2026-02-05 14:51:13,5.49,37,4.87,0,219,0.0,Not Applicable,2026-02-05,09:21:37,2026-02-05,14:51:13,5.493333333333333,4.876666666666667
21990,1753,Keerthi Kapoor,Female,Engineering,Associate Software Engineer,Full-Time,Whitefield Tech Park,2024-10-05,2026-02-05,Flexible (10:30-19:30),Present,Work From Office,2026-02-05 10:04:50,2026-02-05 20:18:11,10.22,73,9.0,0,0,0.0,Not Applicable,2026-02-05,10:04:50,2026-02-05,20:18:11,10.2225,9.005833333333333
21991,1754,Lakshmi Roy,Female,Product Management,Senior Product Manager,Full-Time,Koramangala Hq,2020-03-25,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 10:03:36,2026-02-05 18:46:50,8.72,52,7.85,33,0,0.0,Not Applicable,2026-02-05,10:03:36,2026-02-05,18:46:50,8.720555555555556,7.853888888888889
21992,1755,Rohit Mahapatra,Male,Sales,Account Executive,Full-Time,Electronic City Campus,2025-07-11,2026-02-05,Late/Us Overlap (14:00-23:00),Present,Work From Home,2026-02-05 14:21:51,2026-02-06 00:03:24,9.69,64,8.62,21,0,0.0,Not Applicable,2026-02-05,14:21:51,2026-02-06,00:03:24,9.6925,8.625833333333334
21993,1756,Nithya Balasubramanian,Female,Engineering,Associate Software Engineer,Full-Time,Koramangala Hq,2025-05-02,2026-02-05,Mid (11:00-20:00),Present,Work From Office,2026-02-05 11:14:10,2026-02-05 20:31:16,9.29,106,7.52,14,0,0.0,Not Applicable,2026-02-05,11:14:10,2026-02-05,20:31:16,9.285,7.5183333333333335
21994,1757,Harsha Yadav,Male,Sales,Account Executive,Full-Time,Koramangala Hq,2021-06-16,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 11:27:43,2026-02-05 20:09:37,8.7,44,7.97,117,0,0.0,Not Applicable,2026-02-05,11:27:43,2026-02-05,20:09:37,8.698333333333334,7.965000000000001
21995,1758,Yash Bose,Female,Customer Success,Support Associate,Full-Time,Whitefield Tech Park,2022-03-08,2026-02-05,Late/Us Overlap (14:00-23:00),Present,Work From Home,2026-02-05 13:54:30,2026-02-05 23:29:36,9.59,28,9.12,0,0,0.12,Not Applicable,2026-02-05,13:54:30,2026-02-05,23:29:36,9.585,9.118333333333334
21996,1759,Amrita Iyer,Male,Sales,Account Executive,Full-Time,Indiranagar Annexe,2025-05-18,2026-02-05,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-02-05 14:03:37,2026-02-05 23:30:27,9.45,86,8.02,3,0,0.0,Not Applicable,2026-02-05,14:03:37,2026-02-05,23:30:27,9.447222222222223,8.01388888888889
21997,1760,Amrita Bansal,Female,Sales,Senior Account Executive,Full-Time,Indiranagar Annexe,2023-11-04,2026-02-05,Late/Us Overlap (14:00-23:00),Present,Client Site,2026-02-05 14:14:34,2026-02-06 00:03:21,9.81,55,8.89,15,0,0.0,Not Applicable,2026-02-05,14:14:34,2026-02-06,00:03:21,9.813055555555556,8.89638888888889
21998,1761,Fatima Jain,Male,Engineering,Engineering Manager,Part-Time,Koramangala Hq,2024-01-18,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:47:07,2026-02-05 14:27:52,4.68,75,3.43,17,243,0.0,Not Applicable,2026-02-05,09:47:07,2026-02-05,14:27:52,4.679166666666666,3.4291666666666663
21999,1762,Madhavi Patil,Female,Product Management,Product Manager,Full-Time,Hsr Layout Hub,2022-04-06,2026-02-05,General (09:30-18:30),Present,Work From Home,2026-02-05 11:18:28,2026-02-05 19:51:32,8.55,77,7.27,108,0,0.0,Not Applicable,2026-02-05,11:18:28,2026-02-05,19:51:32,8.551111111111112,7.267777777777779
22000,1763,Jayanth Mirza,Male,Data Science,Data Analyst,Full-Time,Electronic City Campus,2020-05-25,2026-02-05,Flexible (10:30-19:30),On Leave,Not Applicable,,,0.0,0,0.0,0,0,0.0,Work From Home Comp-Off,,,,,0.0,0.0
22001,1764,Madhavi Qureshi,Male,Engineering,Associate Software Engineer,Full-Time,Whitefield Tech Park,2025-10-28,2026-02-05,Flexible (10:30-19:30),Present,Work From Office,2026-02-05 10:27:20,2026-02-05 18:05:18,7.63,82,6.26,0,85,0.0,Not Applicable,2026-02-05,10:27:20,2026-02-05,18:05:18,7.632777777777778,6.266111111111112
22002,1765,Saurabh Trivedi,Female,Data Science,Data Analyst Intern,Intern,Whitefield Tech Park,2026-01-02,2026-02-05,Mid (11:00-20:00),Present,Work From Office,2026-02-05 11:30:52,2026-02-05 20:37:00,9.1,43,8.38,31,0,0.0,Not Applicable,2026-02-05,11:30:52,2026-02-05,20:37:00,9.102222222222222,8.385555555555555
22003,1766,Divya Saxena,Female,Marketing,Performance Marketing Manager,Full-Time,Koramangala Hq,2025-03-13,2026-02-05,Mid (11:00-20:00),Present,Work From Home,2026-02-05 10:25:49,2026-02-05 20:31:57,10.1,76,8.83,0,0,0.0,Not Applicable,2026-02-05,10:25:49,2026-02-05,20:31:57,10.102222222222222,8.835555555555555
22004,1767,Vijay Anand,Female,Engineering,Senior Software Engineer,Full-Time,Koramangala Hq,2023-11-12,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:33:44,2026-02-05 18:46:53,9.22,27,8.77,3,0,0.0,Not Applicable,2026-02-05,09:33:44,2026-02-05,18:46:53,9.219166666666666,8.769166666666667
22005,1768,Chaitanya Kumar,Female,Human Resources,Hr Executive,Full-Time,Whitefield Tech Park,2025-03-25,2026-02-05,Flexible (10:30-19:30),Present,Work From Office,2026-02-05 09:59:16,2026-02-05 19:11:28,9.2,33,8.65,0,19,0.0,Not Applicable,2026-02-05,09:59:16,2026-02-05,19:11:28,9.203333333333333,8.653333333333332
22006,1769,Lakshmi Hussain,Female,Engineering,Software Engineer,Full-Time,Hsr Layout Hub,2023-07-10,2026-02-05,Flexible (10:30-19:30),Half Day,Work From Home,2026-02-05 10:00:28,2026-02-05 14:10:55,4.17,11,3.99,0,0,0.0,Not Applicable,2026-02-05,10:00:28,2026-02-05,14:10:55,4.174166666666666,3.9908333333333332
22007,1770,Vaibhav Dutta,Male,Engineering,Senior Software Engineer,Part-Time,Koramangala Hq,2024-02-27,2026-02-05,Flexible (10:30-19:30),Present,Work From Office,2026-02-05 10:04:07,2026-02-05 14:47:18,4.72,63,3.67,0,283,0.0,Not Applicable,2026-02-05,10:04:07,2026-02-05,14:47:18,4.719722222222222,3.669722222222222
22008,1771,Vaibhav Ansari,Male,Data Science,Analytics Engineer,Full-Time,Whitefield Tech Park,2025-05-24,2026-02-05,Flexible (10:30-19:30),Present,Work From Office,2026-02-05 11:01:23,2026-02-05 20:18:11,9.28,80,7.95,31,0,0.0,Not Applicable,2026-02-05,11:01:23,2026-02-05,20:18:11,9.28,7.946666666666666
22009,1772,Zainab Dutta,Male,Sales,Account Executive,Full-Time,Whitefield Tech Park,2021-08-20,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:32:16,2026-02-05 19:10:43,9.64,84,8.24,2,0,0.0,Not Applicable,2026-02-05,09:32:16,2026-02-05,19:10:43,9.640833333333333,8.240833333333333
22010,1773,Ranjith Iyer,Female,Operations,Operations Manager,Full-Time,Whitefield Tech Park,2024-09-06,2026-02-05,Early (08:00-17:00),Present,Work From Home,2026-02-05 07:28:25,2026-02-05 16:02:03,8.56,59,7.58,0,58,0.0,Not Applicable,2026-02-05,07:28:25,2026-02-05,16:02:03,8.560555555555556,7.577222222222223
22011,1774,Amrita Fernandes,Male,Engineering,Senior Software Engineer,Full-Time,Koramangala Hq,2021-06-17,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:16:34,2026-02-05 20:19:33,11.05,76,9.78,0,0,0.78,Not Applicable,2026-02-05,09:16:34,2026-02-05,20:19:33,11.049722222222222,9.783055555555556
22012,1775,Gaurav Ramesh,Female,Operations,Operations Executive,Full-Time,Whitefield Tech Park,2020-03-25,2026-02-05,General (09:30-18:30),On Leave,Not Applicable,,,0.0,0,0.0,0,0,0.0,Parental Leave,,,,,0.0,0.0
22013,1776,Radhika Agarwal,Female,Product Management,Associate Product Manager,Full-Time,Whitefield Tech Park,2024-07-01,2026-02-05,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-02-05 14:25:18,2026-02-06 00:48:11,10.38,50,9.55,25,0,0.55,Not Applicable,2026-02-05,14:25:18,2026-02-06,00:48:11,10.381388888888889,9.548055555555555
22014,1777,Sneha Acharya,Prefer Not To Say,Operations,Operations Executive,Full-Time,Indiranagar Annexe,2025-09-13,2026-02-05,General (09:30-18:30),Present,Work From Home,2026-02-05 09:06:30,2026-02-05 18:01:01,8.91,19,8.59,0,29,0.0,Not Applicable,2026-02-05,09:06:30,2026-02-05,18:01:01,8.908611111111112,8.591944444444445
22015,1778,Lakshmi Fernandes,Male,Engineering,Senior Software Engineer,Contract,Koramangala Hq,2024-03-08,2026-02-05,Flexible (10:30-19:30),Present,Work From Office,2026-02-05 10:44:55,2026-02-05 19:39:17,8.91,92,7.38,15,0,0.0,Not Applicable,2026-02-05,10:44:55,2026-02-05,19:39:17,8.90611111111111,7.372777777777777
22016,1779,Aditya Deshpande,Male,Engineering,Software Engineer,Full-Time,Koramangala Hq,2023-10-14,2026-02-05,General (09:30-18:30),Present,Work From Home,2026-02-05 08:59:20,2026-02-05 19:14:45,10.26,44,9.53,0,0,0.53,Not Applicable,2026-02-05,08:59:20,2026-02-05,19:14:45,10.256944444444445,9.523611111111112
22017,1780,Shilpa Pereira,Male,Product Management,Product Manager,Full-Time,Hsr Layout Hub,2021-04-14,2026-02-05,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-02-05 13:54:54,2026-02-05 23:42:43,9.8,76,8.53,0,0,0.0,Not Applicable,2026-02-05,13:54:54,2026-02-05,23:42:43,9.796944444444444,8.530277777777776
22018,1781,Ishita Dsouza,Male,Sales,Regional Sales Manager,Full-Time,Koramangala Hq,2025-10-28,2026-02-05,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-02-05 14:18:50,2026-02-06 00:02:43,9.73,61,8.71,18,0,0.0,Not Applicable,2026-02-05,14:18:50,2026-02-06,00:02:43,9.731388888888889,8.714722222222221
22019,1782,Sriram Agarwal,Male,Product Management,Product Manager,Full-Time,Indiranagar Annexe,2021-09-15,2026-02-05,Flexible (10:30-19:30),Present,Work From Home,2026-02-05 10:10:06,2026-02-05 17:54:07,7.73,48,6.93,0,97,0.0,Not Applicable,2026-02-05,10:10:06,2026-02-05,17:54:07,7.733611111111111,6.933611111111111
22020,1783,Shashank Balasubramanian,Female,Marketing,Head Of Marketing,Full-Time,Hsr Layout Hub,2022-06-07,2026-02-05,General (09:30-18:30),Present,Work From Home,2026-02-05 09:24:17,2026-02-05 18:28:22,9.07,51,8.22,0,3,0.0,Not Applicable,2026-02-05,09:24:17,2026-02-05,18:28:22,9.068055555555556,8.218055555555557
22021,1784,Rashmi Panda,Male,Engineering,Senior Software Engineer,Full-Time,Hsr Layout Hub,2020-12-10,2026-02-05,Flexible (10:30-19:30),Present,Work From Office,2026-02-05 10:26:20,2026-02-05 21:00:43,10.57,36,9.97,0,0,0.97,Not Applicable,2026-02-05,10:26:20,2026-02-05,21:00:43,10.573055555555555,9.973055555555556
22022,1785,Rohit Kamath,Male,Human Resources,Hr Executive,Full-Time,Electronic City Campus,2020-06-19,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:11:55,2026-02-05 17:53:44,8.7,29,8.22,0,37,0.0,Not Applicable,2026-02-05,09:11:55,2026-02-05,17:53:44,8.696944444444444,8.213611111111112
22023,1786,Priya Balasubramanian,Male,Engineering,Staff Engineer,Full-Time,Hsr Layout Hub,2023-02-19,2026-02-05,Late/Us Overlap (14:00-23:00),Half Day,Work From Office,2026-02-05 14:04:05,2026-02-05 17:46:37,3.71,17,3.43,4,0,0.0,Not Applicable,2026-02-05,14:04:05,2026-02-05,17:46:37,3.7088888888888887,3.4255555555555555
22024,1787,Rohit Sheikh,Male,Operations,Operations Executive,Full-Time,Whitefield Tech Park,2023-03-15,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:47:18,2026-02-05 18:43:26,8.94,71,7.76,17,0,0.0,Not Applicable,2026-02-05,09:47:18,2026-02-05,18:43:26,8.935555555555556,7.752222222222223
22025,1788,Aniket Prasad,Male,Marketing,Marketing Associate,Full-Time,Koramangala Hq,2025-08-21,2026-02-05,Flexible (10:30-19:30),Present,Work From Office,2026-02-05 09:54:34,2026-02-05 19:18:03,9.39,55,8.47,0,12,0.0,Not Applicable,2026-02-05,09:54:34,2026-02-05,19:18:03,9.391388888888889,8.474722222222223
22026,1789,Pallavi Das,Male,Sales,Senior Account Executive,Full-Time,Whitefield Tech Park,2025-07-02,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:36:38,2026-02-05 18:54:38,9.3,77,8.02,6,0,0.0,Not Applicable,2026-02-05,09:36:38,2026-02-05,18:54:38,9.3,8.016666666666667
22027,1790,Siddharth Iyengar,Male,Product Management,Product Manager,Full-Time,Koramangala Hq,2025-08-19,2026-02-05,Mid (11:00-20:00),Present,Work From Office,2026-02-05 10:31:41,2026-02-05 20:13:11,9.69,63,8.64,0,0,0.0,Not Applicable,2026-02-05,10:31:41,2026-02-05,20:13:11,9.691666666666666,8.641666666666666
22028,1791,Sagar Jain,Female,Product Management,Associate Product Manager,Full-Time,Electronic City Campus,2025-02-05,2026-02-05,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-02-05 13:53:58,2026-02-06 00:22:36,10.48,65,9.4,0,0,0.4,Not Applicable,2026-02-05,13:53:58,2026-02-06,00:22:36,10.477222222222222,9.393888888888888
22029,1792,Advait Dutta,Male,Engineering,Senior Software Engineer,Full-Time,Indiranagar Annexe,2023-04-09,2026-02-05,Mid (11:00-20:00),Present,Work From Home,2026-02-05 11:14:36,2026-02-05 19:40:39,8.43,55,7.51,14,20,0.0,Not Applicable,2026-02-05,11:14:36,2026-02-05,19:40:39,8.434166666666666,7.517499999999999
22030,1793,Manish Pereira,Male,Marketing,Marketing Associate,Part-Time,Indiranagar Annexe,2025-12-28,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:20:31,2026-02-05 13:41:41,4.35,51,3.5,0,289,0.0,Not Applicable,2026-02-05,09:20:31,2026-02-05,13:41:41,4.352777777777778,3.5027777777777778
22031,1794,Sowmya Pereira,Male,Design,Ui/Ux Designer,Full-Time,Hsr Layout Hub,2025-03-31,2026-02-05,Flexible (10:30-19:30),Present,Work From Office,2026-02-05 10:14:30,2026-02-05 21:25:19,11.18,37,10.56,0,0,1.56,Not Applicable,2026-02-05,10:14:30,2026-02-05,21:25:19,11.180277777777778,10.563611111111111
22032,1795,Sameer Pillai,Male,Sales,Account Executive,Full-Time,Indiranagar Annexe,2025-10-03,2026-02-05,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-02-05 14:10:49,2026-02-06 01:04:37,10.9,59,9.92,10,0,0.92,Not Applicable,2026-02-05,14:10:49,2026-02-06,01:04:37,10.896666666666667,9.913333333333334
22033,1796,Ishita Suresh,Male,Sales,Senior Account Executive,Full-Time,Hsr Layout Hub,2022-08-11,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:27:21,2026-02-05 19:32:23,10.08,70,8.91,0,0,0.0,Not Applicable,2026-02-05,09:27:21,2026-02-05,19:32:23,10.08388888888889,8.917222222222223
22034,1797,Sahana Mohanty,Male,Customer Success,Support Associate,Full-Time,Whitefield Tech Park,2020-12-30,2026-02-05,Late/Us Overlap (14:00-23:00),Present,Work From Home,2026-02-05 13:29:28,2026-02-05 22:27:27,8.97,40,8.3,0,33,0.0,Not Applicable,2026-02-05,13:29:28,2026-02-05,22:27:27,8.966388888888888,8.299722222222222
22035,1798,Ishaan Agarwal,Female,Engineering,Associate Software Engineer,Full-Time,Indiranagar Annexe,2021-06-01,2026-02-05,Flexible (10:30-19:30),Present,Work From Home,2026-02-05 10:45:27,2026-02-05 19:30:59,8.76,60,7.76,15,0,0.0,Not Applicable,2026-02-05,10:45:27,2026-02-05,19:30:59,8.758888888888889,7.7588888888888885
22036,1799,Mohit Mishra,Male,Engineering,Associate Software Engineer,Full-Time,Whitefield Tech Park,2022-04-07,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:32:14,2026-02-05 18:05:12,8.55,60,7.55,2,26,0.0,Not Applicable,2026-02-05,09:32:14,2026-02-05,18:05:12,8.549444444444445,7.549444444444445
22037,1800,Deepika Malhotra,Male,Sales,Account Executive,Full-Time,Whitefield Tech Park,2021-09-05,2026-02-05,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-02-05 14:18:13,2026-02-05 22:53:04,8.58,105,6.83,18,7,0.0,Not Applicable,2026-02-05,14:18:13,2026-02-05,22:53:04,8.580833333333333,6.830833333333333
22038,1801,Amrita Chatterjee,Male,Engineering,Senior Software Engineer,Full-Time,Electronic City Campus,2021-04-14,2026-02-05,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-02-05 14:00:22,2026-02-05 23:20:39,9.34,49,8.52,0,0,0.0,Not Applicable,2026-02-05,14:00:22,2026-02-05,23:20:39,9.338055555555556,8.52138888888889
22039,1802,Manjunath Trivedi,Male,Engineering,Engineering Manager,Contract,Indiranagar Annexe,2024-03-17,2026-02-05,Flexible (10:30-19:30),Present,Work From Office,2026-02-05 11:03:56,2026-02-05 18:46:12,7.7,116,5.77,34,44,0.0,Not Applicable,2026-02-05,11:03:56,2026-02-05,18:46:12,7.704444444444444,5.771111111111111
22040,1803,Sujith Kapoor,Male,Engineering,Senior Software Engineer,Contract,Electronic City Campus,2025-03-15,2026-02-05,Flexible (10:30-19:30),Present,Work From Office,2026-02-05 10:12:58,2026-02-05 20:47:23,10.57,87,9.12,0,0,0.12,Not Applicable,2026-02-05,10:12:58,2026-02-05,20:47:23,10.573611111111111,9.123611111111112
22041,1804,Divya Sheikh,Female,Finance,Finance Executive,Full-Time,Hsr Layout Hub,2025-09-19,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:39:44,2026-02-05 17:50:03,8.17,47,7.39,10,41,0.0,Not Applicable,2026-02-05,09:39:44,2026-02-05,17:50:03,8.171944444444444,7.388611111111111
22042,1805,Sunita Behera,Male,Customer Success,Head Of Customer Success,Full-Time,Koramangala Hq,2023-01-31,2026-02-05,Early (08:00-17:00),Present,Work From Home,2026-02-05 08:08:09,2026-02-05 15:49:19,7.69,29,7.21,8,72,0.0,Not Applicable,2026-02-05,08:08:09,2026-02-05,15:49:19,7.686111111111111,7.2027777777777775
22043,1806,Vaibhav Bhardwaj,Male,Engineering,Engineering Manager,Full-Time,Whitefield Tech Park,2020-04-08,2026-02-05,Flexible (10:30-19:30),Present,Work From Office,2026-02-05 10:41:06,2026-02-05 20:51:08,10.17,103,8.45,11,0,0.0,Not Applicable,2026-02-05,10:41:06,2026-02-05,20:51:08,10.167222222222222,8.450555555555555
22044,1807,Harsha Mohanty,Male,Customer Success,Support Associate,Full-Time,Koramangala Hq,2023-06-25,2026-02-05,General (09:30-18:30),Present,Work From Home,2026-02-05 08:51:08,2026-02-05 17:09:23,8.3,54,7.4,0,81,0.0,Not Applicable,2026-02-05,08:51:08,2026-02-05,17:09:23,8.304166666666667,7.404166666666667
22045,1808,Neha Joshi,Male,Customer Success,Customer Success Manager,Full-Time,Hsr Layout Hub,2024-09-09,2026-02-05,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-02-05 13:46:40,2026-02-05 23:50:18,10.06,60,9.06,0,0,0.06,Not Applicable,2026-02-05,13:46:40,2026-02-05,23:50:18,10.060555555555556,9.060555555555556
22046,1809,Rekha Naidu,Male,Engineering,Associate Software Engineer,Full-Time,Indiranagar Annexe,2023-09-07,2026-02-05,Flexible (10:30-19:30),Present,Work From Office,2026-02-05 10:44:15,2026-02-05 20:38:46,9.91,87,8.46,14,0,0.0,Not Applicable,2026-02-05,10:44:15,2026-02-05,20:38:46,9.908611111111112,8.458611111111113
22047,1810,Aniket Ansari,Male,Engineering,Software Engineer,Full-Time,Koramangala Hq,2022-07-21,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:42:17,2026-02-05 18:50:39,9.14,43,8.42,12,0,0.0,Not Applicable,2026-02-05,09:42:17,2026-02-05,18:50:39,9.139444444444445,8.422777777777778
